               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.056615,            0.072998,            0.031273,             0.46353,             0.31348,             0.30642,             0.16874,            0.055375,            0.054897,            0.030501,            0.005116,            0.005116,            0.005116
                 150,            0.056525,             0.07338,            0.031247,              0.4635,             0.31422,             0.30651,             0.16866,            0.055369,              0.0549,            0.030491,            0.005083,            0.005083,            0.005083
                 151,            0.056559,             0.07347,            0.031385,             0.46281,             0.31462,             0.30673,             0.16876,            0.055365,             0.05491,            0.030485,             0.00505,             0.00505,             0.00505
                 152,            0.056551,            0.073018,             0.03136,             0.46368,              0.3142,             0.30692,             0.16873,            0.055361,            0.054916,            0.030478,            0.005017,            0.005017,            0.005017
                 153,            0.056502,            0.073294,            0.031221,             0.46651,             0.31339,             0.30708,             0.16895,            0.055355,            0.054919,            0.030468,            0.004984,            0.004984,            0.004984
                 154,            0.056575,            0.072812,            0.030965,              0.4676,             0.31319,             0.30729,             0.16896,             0.05535,            0.054925,             0.03046,            0.004951,            0.004951,            0.004951
                 155,            0.056393,            0.073276,            0.031183,             0.46786,             0.31276,             0.30722,             0.16907,            0.055346,            0.054935,            0.030449,            0.004918,            0.004918,            0.004918
                 156,            0.056418,            0.073673,             0.03105,             0.46683,             0.31261,             0.30732,             0.16911,            0.055341,             0.05494,            0.030443,            0.004885,            0.004885,            0.004885
                 157,            0.056466,             0.07304,            0.030972,             0.46644,              0.3121,             0.30737,             0.16922,            0.055335,            0.054946,            0.030429,            0.004852,            0.004852,            0.004852
                 158,             0.05642,            0.073179,            0.030918,             0.46885,             0.31288,             0.30726,             0.16917,            0.055329,            0.054955,             0.03042,            0.004819,            0.004819,            0.004819
                 159,            0.056308,            0.073462,            0.030912,             0.47005,             0.31236,             0.30748,             0.16935,            0.055324,            0.054962,            0.030412,            0.004786,            0.004786,            0.004786
                 160,            0.056316,            0.073157,            0.030903,              0.4689,             0.31256,             0.30754,             0.16951,            0.055321,            0.054973,            0.030406,            0.004753,            0.004753,            0.004753
                 161,            0.056198,             0.07245,            0.030782,             0.47006,             0.31218,              0.3075,             0.16952,            0.055316,            0.054982,            0.030397,             0.00472,             0.00472,             0.00472
                 162,            0.056201,            0.073178,            0.030752,             0.46906,             0.31239,             0.30783,             0.16959,            0.055312,            0.054993,            0.030387,            0.004687,            0.004687,            0.004687
                 163,            0.056186,            0.072672,            0.030701,             0.46688,             0.31259,             0.30785,             0.16956,            0.055307,            0.055001,            0.030378,            0.004654,            0.004654,            0.004654
                 164,            0.056067,            0.072589,            0.030507,             0.46902,             0.31215,              0.3078,             0.16955,            0.055302,            0.055013,            0.030366,            0.004621,            0.004621,            0.004621
                 165,            0.056157,             0.07291,            0.030411,             0.46842,             0.31301,             0.30796,             0.16964,            0.055299,            0.055021,            0.030359,            0.004588,            0.004588,            0.004588
                 166,            0.056096,            0.073029,            0.030598,             0.46874,             0.31202,             0.30761,             0.16964,            0.055296,            0.055033,            0.030352,            0.004555,            0.004555,            0.004555
                 167,            0.056122,            0.073121,            0.030497,             0.46851,              0.3128,             0.30772,             0.16973,            0.055291,            0.055043,            0.030342,            0.004522,            0.004522,            0.004522
                 168,            0.056003,            0.072839,            0.030508,              0.4673,             0.31321,             0.30772,             0.16988,            0.055286,            0.055058,            0.030333,            0.004489,            0.004489,            0.004489
                 169,            0.055913,            0.072251,            0.030443,             0.46892,             0.31281,             0.30783,             0.16999,            0.055283,            0.055076,            0.030326,            0.004456,            0.004456,            0.004456
                 170,            0.055992,            0.072767,            0.030292,             0.46901,             0.31327,             0.30765,             0.17001,             0.05528,            0.055093,            0.030314,            0.004423,            0.004423,            0.004423
                 171,            0.055959,            0.072839,            0.030236,             0.46894,             0.31367,             0.30784,             0.17013,            0.055278,            0.055111,            0.030311,             0.00439,             0.00439,             0.00439
                 172,            0.055905,            0.072439,            0.030214,             0.46806,             0.31404,             0.30786,              0.1702,            0.055276,            0.055135,            0.030309,            0.004357,            0.004357,            0.004357
                 173,             0.05605,            0.073136,            0.030367,             0.46818,              0.3146,             0.30775,             0.17025,            0.055272,            0.055148,            0.030298,            0.004324,            0.004324,            0.004324
                 174,            0.055813,            0.073079,            0.030023,             0.46955,             0.31439,              0.3082,             0.17028,            0.055269,            0.055164,             0.03029,            0.004291,            0.004291,            0.004291
                 175,            0.055849,            0.072801,            0.029865,             0.46986,             0.31372,             0.30798,             0.17045,            0.055265,            0.055175,            0.030283,            0.004258,            0.004258,            0.004258
                 176,            0.055772,             0.07246,             0.02992,             0.46935,             0.31404,             0.30811,             0.17033,            0.055261,             0.05519,            0.030279,            0.004225,            0.004225,            0.004225
                 177,            0.055674,             0.07259,            0.030056,             0.46903,              0.3143,              0.3081,             0.17043,            0.055258,            0.055214,            0.030272,            0.004192,            0.004192,            0.004192
                 178,            0.055753,            0.072528,             0.02985,             0.46787,             0.31405,             0.30811,             0.17048,            0.055257,            0.055236,            0.030269,            0.004159,            0.004159,            0.004159
                 179,            0.055672,             0.07257,            0.030002,             0.46684,             0.31411,             0.30795,             0.17063,            0.055255,            0.055257,            0.030265,            0.004126,            0.004126,            0.004126
                 180,            0.055576,            0.072427,             0.02976,             0.46571,             0.31379,             0.30808,             0.17067,            0.055254,            0.055289,            0.030266,            0.004093,            0.004093,            0.004093
                 181,            0.055549,            0.072432,            0.029716,             0.46535,             0.31397,             0.30789,             0.17071,            0.055252,            0.055313,            0.030265,             0.00406,             0.00406,             0.00406
                 182,            0.055707,            0.072463,            0.029846,              0.4661,             0.31313,             0.30775,             0.17069,            0.055251,            0.055331,            0.030264,            0.004027,            0.004027,            0.004027
                 183,            0.055582,            0.071727,            0.029782,             0.46614,             0.31331,             0.30788,             0.17063,            0.055251,            0.055364,            0.030261,            0.003994,            0.003994,            0.003994
                 184,            0.055705,             0.07244,            0.029669,             0.46574,             0.31382,              0.3079,             0.17069,            0.055251,             0.05539,            0.030257,            0.003961,            0.003961,            0.003961
                 185,            0.055437,            0.072182,             0.02968,             0.46674,             0.31366,             0.30794,              0.1708,            0.055251,            0.055418,            0.030253,            0.003928,            0.003928,            0.003928
                 186,            0.055479,            0.071624,            0.029619,             0.46609,             0.31402,             0.30812,             0.17092,            0.055252,            0.055447,            0.030253,            0.003895,            0.003895,            0.003895
                 187,            0.055462,            0.072298,            0.029656,             0.46559,             0.31438,             0.30813,             0.17087,            0.055251,            0.055467,            0.030246,            0.003862,            0.003862,            0.003862
                 188,            0.055497,            0.072425,             0.02948,             0.46711,             0.31394,              0.3081,             0.17096,             0.05525,            0.055488,            0.030239,            0.003829,            0.003829,            0.003829
                 189,            0.055329,             0.07194,            0.029441,             0.46678,             0.31417,              0.3082,             0.17093,            0.055249,            0.055514,            0.030237,            0.003796,            0.003796,            0.003796
                 190,            0.055298,            0.072237,            0.029407,               0.468,             0.31346,             0.30793,             0.17096,            0.055249,            0.055536,            0.030235,            0.003763,            0.003763,            0.003763
                 191,            0.055159,            0.072323,            0.029048,             0.46716,             0.31386,             0.30804,             0.17101,             0.05525,            0.055562,            0.030233,             0.00373,             0.00373,             0.00373
                 192,            0.055291,            0.072412,            0.029353,             0.46889,             0.31271,             0.30785,             0.17106,            0.055252,            0.055586,            0.030231,            0.003697,            0.003697,            0.003697
                 193,             0.05526,            0.072242,            0.029344,             0.46824,             0.31281,               0.308,             0.17106,            0.055253,            0.055619,            0.030231,            0.003664,            0.003664,            0.003664
                 194,            0.055177,            0.072183,            0.029043,             0.46767,             0.31319,             0.30789,               0.171,            0.055255,            0.055655,            0.030233,            0.003631,            0.003631,            0.003631
                 195,            0.055272,            0.071839,            0.029312,             0.46837,             0.31265,             0.30771,             0.17092,            0.055257,            0.055681,            0.030235,            0.003598,            0.003598,            0.003598
                 196,             0.05513,            0.071894,            0.028993,             0.46642,             0.31284,             0.30757,               0.171,            0.055257,            0.055706,            0.030234,            0.003565,            0.003565,            0.003565
                 197,            0.055196,            0.072097,            0.029031,              0.4675,             0.31256,             0.30747,             0.17099,            0.055258,            0.055729,            0.030232,            0.003532,            0.003532,            0.003532
                 198,             0.05505,            0.072354,            0.028953,             0.46735,              0.3121,             0.30736,             0.17098,            0.055259,             0.05576,            0.030232,            0.003499,            0.003499,            0.003499
                 199,            0.054919,            0.072427,            0.028903,             0.46877,             0.31171,             0.30767,             0.17116,             0.05526,            0.055794,            0.030231,            0.003466,            0.003466,            0.003466
                 200,            0.055076,            0.071898,            0.029046,             0.46734,             0.31171,             0.30743,             0.17105,             0.05526,            0.055834,             0.03023,            0.003433,            0.003433,            0.003433
                 201,            0.055143,            0.072078,            0.028882,             0.46773,             0.31041,             0.30755,             0.17115,            0.055262,            0.055868,            0.030228,              0.0034,              0.0034,              0.0034
                 202,            0.054926,            0.072247,            0.028948,             0.46769,             0.31096,             0.30763,             0.17127,            0.055265,            0.055897,             0.03023,            0.003367,            0.003367,            0.003367
                 203,            0.054886,            0.071754,            0.028765,             0.46734,             0.31085,             0.30753,              0.1713,            0.055267,            0.055932,            0.030224,            0.003334,            0.003334,            0.003334
                 204,            0.054847,            0.071922,            0.028625,             0.46818,               0.312,              0.3079,             0.17148,            0.055269,            0.055963,            0.030222,            0.003301,            0.003301,            0.003301
                 205,              0.0549,             0.07191,            0.028473,              0.4696,             0.31126,             0.30743,             0.17152,            0.055271,            0.055993,            0.030221,            0.003268,            0.003268,            0.003268
                 206,            0.054786,            0.071259,            0.028885,             0.47175,             0.31078,             0.30756,             0.17139,            0.055275,            0.056032,            0.030218,            0.003235,            0.003235,            0.003235
                 207,             0.05496,            0.072015,            0.028535,             0.47311,             0.30982,             0.30762,             0.17143,            0.055277,             0.05607,            0.030213,            0.003202,            0.003202,            0.003202
                 208,            0.054689,            0.071686,            0.028594,             0.47324,             0.31029,              0.3076,              0.1716,            0.055281,            0.056114,             0.03021,            0.003169,            0.003169,            0.003169
                 209,            0.054772,            0.071616,            0.028463,             0.47431,             0.30951,             0.30733,             0.17155,            0.055283,             0.05615,            0.030207,            0.003136,            0.003136,            0.003136
                 210,             0.05474,             0.07167,            0.028522,             0.47352,             0.30994,             0.30756,             0.17164,            0.055286,            0.056187,            0.030202,            0.003103,            0.003103,            0.003103
                 211,            0.054561,            0.071456,             0.02825,              0.4753,             0.30966,             0.30766,             0.17164,             0.05529,            0.056225,            0.030198,             0.00307,             0.00307,             0.00307
                 212,            0.054454,            0.071307,            0.028446,             0.47659,             0.30867,             0.30748,             0.17163,            0.055292,             0.05626,            0.030193,            0.003037,            0.003037,            0.003037
                 213,             0.05468,            0.071657,            0.028476,             0.47523,             0.30843,             0.30722,             0.17163,            0.055298,            0.056305,            0.030193,            0.003004,            0.003004,            0.003004
                 214,            0.054583,            0.071804,            0.028371,             0.47421,              0.3088,             0.30709,              0.1715,            0.055301,            0.056344,            0.030191,            0.002971,            0.002971,            0.002971
                 215,            0.054415,            0.071369,            0.028267,             0.47517,             0.30819,             0.30717,             0.17158,            0.055304,            0.056381,            0.030191,            0.002938,            0.002938,            0.002938
                 216,            0.054634,            0.071939,            0.028244,             0.47532,             0.30752,              0.3073,             0.17177,            0.055305,            0.056413,             0.03019,            0.002905,            0.002905,            0.002905
                 217,            0.054477,            0.071884,            0.028069,             0.47611,              0.3071,             0.30726,             0.17175,            0.055305,            0.056444,            0.030183,            0.002872,            0.002872,            0.002872
                 218,            0.054468,            0.071268,             0.02806,             0.47695,             0.30654,             0.30716,             0.17179,            0.055307,            0.056476,            0.030186,            0.002839,            0.002839,            0.002839
                 219,            0.054643,             0.07206,            0.028106,             0.47582,             0.30682,             0.30687,             0.17169,            0.055307,            0.056513,            0.030186,            0.002806,            0.002806,            0.002806
                 220,            0.054261,            0.071786,            0.028052,             0.47715,             0.30662,             0.30701,             0.17178,            0.055311,            0.056548,            0.030186,            0.002773,            0.002773,            0.002773
                 221,            0.054377,            0.072004,            0.028027,             0.47648,             0.30718,             0.30688,             0.17185,            0.055314,            0.056582,            0.030182,             0.00274,             0.00274,             0.00274
                 222,            0.054288,            0.071595,            0.027719,             0.47721,             0.30673,             0.30678,              0.1719,            0.055316,            0.056602,            0.030178,            0.002707,            0.002707,            0.002707
                 223,            0.054132,             0.07128,            0.027866,             0.47779,             0.30598,             0.30673,             0.17196,             0.05532,            0.056641,            0.030177,            0.002674,            0.002674,            0.002674
                 224,            0.054141,            0.071456,            0.027744,             0.47706,             0.30634,             0.30672,             0.17185,            0.055322,            0.056682,             0.03018,            0.002641,            0.002641,            0.002641
                 225,            0.054147,            0.071007,             0.02771,             0.47768,             0.30544,              0.3065,             0.17185,            0.055325,             0.05672,            0.030179,            0.002608,            0.002608,            0.002608
                 226,            0.054143,            0.071679,            0.027608,             0.47701,             0.30653,             0.30652,             0.17189,            0.055328,             0.05676,             0.03018,            0.002575,            0.002575,            0.002575
                 227,            0.054151,            0.071462,            0.027822,             0.47791,             0.30621,             0.30653,             0.17192,            0.055328,            0.056787,            0.030179,            0.002542,            0.002542,            0.002542
                 228,            0.054026,            0.070738,             0.02762,             0.47776,             0.30751,             0.30696,             0.17193,            0.055331,            0.056812,            0.030177,            0.002509,            0.002509,            0.002509
                 229,            0.054124,            0.070988,            0.027705,             0.47892,             0.30681,             0.30678,             0.17192,            0.055332,            0.056837,            0.030178,            0.002476,            0.002476,            0.002476
                 230,            0.053952,            0.071172,            0.027532,              0.4781,             0.30744,             0.30697,             0.17193,            0.055336,            0.056881,            0.030183,            0.002443,            0.002443,            0.002443
                 231,            0.053946,            0.070649,            0.027639,             0.47919,             0.30697,             0.30688,             0.17192,             0.05534,            0.056916,            0.030186,             0.00241,             0.00241,             0.00241
                 232,            0.054002,            0.071489,            0.027669,             0.48015,             0.30623,             0.30657,             0.17177,            0.055343,            0.056955,            0.030188,            0.002377,            0.002377,            0.002377
                 233,            0.053753,            0.070974,            0.027434,             0.48071,             0.30546,             0.30637,             0.17179,            0.055346,            0.056998,            0.030193,            0.002344,            0.002344,            0.002344
                 234,            0.053831,            0.071478,            0.027374,             0.48026,             0.30603,             0.30627,             0.17179,             0.05535,            0.057038,            0.030194,            0.002311,            0.002311,            0.002311
                 235,            0.053763,            0.070619,            0.027248,              0.4787,             0.30638,             0.30649,             0.17185,            0.055354,            0.057071,            0.030194,            0.002278,            0.002278,            0.002278
                 236,            0.053688,            0.070678,            0.027258,             0.48055,             0.30626,              0.3064,             0.17186,             0.05536,            0.057122,            0.030197,            0.002245,            0.002245,            0.002245
                 237,             0.05376,            0.071236,            0.027005,             0.48013,             0.30703,             0.30649,             0.17189,            0.055361,            0.057155,            0.030199,            0.002212,            0.002212,            0.002212
                 238,            0.053795,            0.071091,            0.027203,             0.48084,             0.30648,             0.30646,             0.17182,            0.055364,            0.057188,            0.030202,            0.002179,            0.002179,            0.002179
                 239,            0.053728,            0.070748,            0.027172,             0.48225,             0.30605,             0.30664,             0.17198,            0.055367,            0.057232,            0.030203,            0.002146,            0.002146,            0.002146
                 240,            0.053483,            0.070626,            0.027003,             0.48345,              0.3057,             0.30668,             0.17194,            0.055373,            0.057277,            0.030207,            0.002113,            0.002113,            0.002113
                 241,             0.05363,             0.07071,            0.027005,               0.483,             0.30602,             0.30669,             0.17193,            0.055379,            0.057324,             0.03021,             0.00208,             0.00208,             0.00208
                 242,            0.053589,            0.070849,            0.026937,             0.48512,              0.3046,             0.30684,             0.17203,            0.055386,            0.057371,            0.030218,            0.002047,            0.002047,            0.002047
                 243,            0.053501,            0.070399,            0.026961,             0.48449,             0.30512,             0.30677,             0.17195,            0.055391,            0.057411,            0.030218,            0.002014,            0.002014,            0.002014
                 244,            0.053446,            0.070005,            0.026861,              0.4825,             0.30513,             0.30662,             0.17197,            0.055393,            0.057447,             0.03022,            0.001981,            0.001981,            0.001981
                 245,            0.053543,            0.070653,             0.02701,             0.48331,             0.30442,              0.3065,             0.17199,            0.055398,             0.05749,            0.030221,            0.001948,            0.001948,            0.001948
                 246,            0.053302,            0.071091,            0.026538,             0.48422,             0.30387,             0.30644,               0.172,            0.055402,            0.057536,            0.030221,            0.001915,            0.001915,            0.001915
                 247,             0.05345,            0.071223,            0.026658,             0.48467,             0.30345,             0.30642,              0.1719,            0.055404,            0.057573,            0.030222,            0.001882,            0.001882,            0.001882
                 248,             0.05326,            0.070713,            0.026733,             0.48527,             0.30288,             0.30632,             0.17194,            0.055409,            0.057614,            0.030227,            0.001849,            0.001849,            0.001849
                 249,            0.053289,            0.070624,            0.026716,             0.48576,             0.30258,             0.30649,             0.17209,            0.055414,             0.05764,            0.030228,            0.001816,            0.001816,            0.001816
                 250,            0.053236,            0.070681,            0.026472,             0.48442,             0.30282,             0.30647,             0.17214,            0.055415,            0.057674,            0.030227,            0.001783,            0.001783,            0.001783
                 251,            0.053238,            0.070534,            0.026538,             0.48549,             0.30255,             0.30645,             0.17222,            0.055417,            0.057713,            0.030225,             0.00175,             0.00175,             0.00175
                 252,            0.053213,            0.070451,            0.026531,             0.48621,             0.30215,             0.30639,             0.17227,            0.055424,            0.057751,            0.030229,            0.001717,            0.001717,            0.001717
                 253,            0.053156,            0.070403,             0.02631,             0.48515,             0.30294,             0.30653,             0.17237,            0.055428,            0.057787,             0.03023,            0.001684,            0.001684,            0.001684
                 254,             0.05313,            0.070527,            0.026494,             0.48531,             0.30232,             0.30654,             0.17236,            0.055431,            0.057822,             0.03023,            0.001651,            0.001651,            0.001651
                 255,            0.053058,            0.070203,             0.02623,             0.48672,             0.30215,             0.30664,             0.17258,            0.055434,            0.057851,            0.030233,            0.001618,            0.001618,            0.001618
                 256,            0.053093,            0.070446,            0.026164,             0.48737,             0.30203,              0.3068,             0.17254,            0.055437,            0.057882,            0.030233,            0.001585,            0.001585,            0.001585
                 257,            0.053014,            0.070443,            0.026273,             0.48537,             0.30242,             0.30681,             0.17265,            0.055438,            0.057917,            0.030235,            0.001552,            0.001552,            0.001552
                 258,            0.052963,             0.07071,            0.025934,             0.48619,              0.3023,             0.30698,             0.17274,            0.055441,            0.057944,            0.030235,            0.001519,            0.001519,            0.001519
                 259,            0.052882,            0.070213,            0.026041,             0.48705,              0.3022,               0.307,             0.17295,            0.055444,            0.057979,            0.030236,            0.001486,            0.001486,            0.001486
                 260,            0.052707,            0.069995,             0.02609,             0.48806,             0.30196,             0.30733,             0.17303,            0.055447,            0.058004,            0.030236,            0.001453,            0.001453,            0.001453
                 261,            0.052772,            0.070331,            0.026065,             0.48869,             0.30163,             0.30736,             0.17304,            0.055448,            0.058033,            0.030234,             0.00142,             0.00142,             0.00142
                 262,            0.052874,            0.070485,            0.025802,             0.48793,             0.30162,             0.30732,             0.17298,            0.055447,            0.058051,            0.030234,            0.001387,            0.001387,            0.001387
                 263,            0.052623,            0.070525,            0.026059,             0.48541,             0.30217,             0.30742,             0.17304,            0.055446,            0.058068,            0.030234,            0.001354,            0.001354,            0.001354
                 264,             0.05283,            0.070045,            0.025828,             0.48676,             0.30203,             0.30736,             0.17308,            0.055447,            0.058095,            0.030239,            0.001321,            0.001321,            0.001321
                 265,            0.052628,            0.069975,            0.025713,             0.48654,             0.30159,              0.3074,             0.17315,             0.05545,            0.058117,            0.030239,            0.001288,            0.001288,            0.001288
                 266,            0.052565,            0.069957,            0.025822,             0.48628,             0.30134,             0.30742,             0.17312,            0.055453,            0.058143,            0.030241,            0.001255,            0.001255,            0.001255
                 267,            0.052586,            0.069626,            0.025816,             0.48536,             0.30245,             0.30742,             0.17316,            0.055454,             0.05817,            0.030237,            0.001222,            0.001222,            0.001222
                 268,            0.052564,            0.070179,             0.02567,             0.48544,             0.30246,             0.30766,              0.1732,            0.055455,            0.058192,            0.030239,            0.001189,            0.001189,            0.001189
                 269,            0.052478,            0.069282,            0.025491,             0.48551,              0.3023,             0.30783,             0.17327,            0.055458,             0.05823,            0.030242,            0.001156,            0.001156,            0.001156
                 270,             0.05258,            0.069978,            0.025541,             0.48457,             0.30156,             0.30791,             0.17336,            0.055456,            0.058249,            0.030234,            0.001123,            0.001123,            0.001123
                 271,            0.052492,            0.069474,            0.025426,             0.48481,             0.30158,             0.30803,             0.17338,            0.055457,            0.058277,            0.030236,             0.00109,             0.00109,             0.00109
                 272,             0.05237,            0.069693,            0.025407,             0.48266,             0.30192,             0.30783,             0.17348,            0.055457,            0.058302,            0.030238,            0.001057,            0.001057,            0.001057
                 273,            0.052133,            0.069828,            0.025429,             0.48322,              0.3019,             0.30792,             0.17353,            0.055459,            0.058327,            0.030238,            0.001024,            0.001024,            0.001024
                 274,            0.052297,            0.069564,            0.025424,             0.48342,              0.3021,             0.30807,              0.1735,            0.055459,            0.058351,             0.03024,            0.000991,            0.000991,            0.000991
                 275,            0.052278,            0.070031,            0.025352,             0.48396,              0.3023,             0.30801,             0.17359,            0.055458,            0.058363,            0.030237,            0.000958,            0.000958,            0.000958
                 276,            0.052359,            0.070061,            0.025159,             0.48246,             0.30379,             0.30828,             0.17354,             0.05546,            0.058387,            0.030239,            0.000925,            0.000925,            0.000925
                 277,            0.052043,            0.069739,            0.025192,             0.48515,             0.30286,             0.30816,             0.17362,            0.055461,            0.058405,             0.03024,            0.000892,            0.000892,            0.000892
                 278,            0.052068,            0.069192,            0.025224,              0.4832,             0.30394,             0.30845,             0.17378,             0.05546,            0.058423,            0.030238,            0.000859,            0.000859,            0.000859
                 279,            0.052177,            0.069721,            0.025176,             0.48467,              0.3028,             0.30852,               0.174,            0.055457,            0.058437,            0.030241,            0.000826,            0.000826,            0.000826
                 280,            0.052005,            0.069134,            0.025197,              0.4853,             0.30308,             0.30878,             0.17421,            0.055457,            0.058455,            0.030235,            0.000793,            0.000793,            0.000793
                 281,            0.052232,            0.069263,            0.024927,             0.48536,              0.3028,              0.3088,             0.17433,            0.055458,            0.058477,            0.030238,             0.00076,             0.00076,             0.00076
                 282,            0.052054,            0.069571,            0.024878,             0.48634,             0.30331,             0.30909,             0.17453,            0.055457,            0.058488,            0.030236,            0.000727,            0.000727,            0.000727
                 283,            0.051998,            0.069784,            0.024876,             0.48616,             0.30341,             0.30915,             0.17463,            0.055454,            0.058495,            0.030231,            0.000694,            0.000694,            0.000694
                 284,            0.051941,            0.069474,            0.024621,             0.48622,             0.30346,             0.30918,              0.1749,             0.05545,            0.058495,            0.030226,            0.000661,            0.000661,            0.000661
                 285,            0.051811,            0.068968,            0.024831,             0.48635,             0.30359,             0.30933,             0.17493,             0.05545,            0.058512,            0.030228,            0.000628,            0.000628,            0.000628
                 286,            0.052047,            0.069634,            0.024778,             0.48606,             0.30378,             0.30938,             0.17511,            0.055444,            0.058512,            0.030226,            0.000595,            0.000595,            0.000595
                 287,            0.051817,            0.069039,            0.024724,             0.48568,             0.30425,             0.30964,             0.17511,            0.055439,            0.058517,            0.030221,            0.000562,            0.000562,            0.000562
                 288,            0.051816,            0.069829,            0.024507,             0.48532,              0.3046,              0.3098,             0.17516,            0.055437,            0.058521,             0.03022,            0.000529,            0.000529,            0.000529
                 289,             0.05175,            0.069136,            0.024424,             0.48436,             0.30467,             0.30999,             0.17523,            0.055436,            0.058525,            0.030216,            0.000496,            0.000496,            0.000496
                 290,             0.05163,            0.068981,            0.024363,             0.48642,             0.30401,             0.31034,             0.17531,            0.055434,            0.058527,            0.030211,            0.000463,            0.000463,            0.000463
                 291,            0.051733,             0.06892,            0.024436,              0.4871,             0.30463,             0.31059,             0.17539,             0.05543,            0.058517,            0.030206,             0.00043,             0.00043,             0.00043
                 292,            0.051714,            0.069128,            0.024439,             0.48701,             0.30524,             0.31069,             0.17539,            0.055425,            0.058505,            0.030198,            0.000397,            0.000397,            0.000397
                 293,            0.051656,            0.068753,             0.02441,             0.48685,             0.30561,             0.31066,             0.17551,            0.055421,            0.058493,            0.030193,            0.000364,            0.000364,            0.000364
                 294,            0.051606,            0.068664,            0.024424,              0.4862,             0.30591,             0.31066,             0.17563,            0.055415,            0.058484,            0.030184,            0.000331,            0.000331,            0.000331
                 295,            0.051422,            0.069161,            0.024347,              0.4879,             0.30532,             0.31078,             0.17569,             0.05541,            0.058474,            0.030178,            0.000298,            0.000298,            0.000298
                 296,             0.05144,            0.068278,            0.024337,             0.48658,             0.30574,             0.31101,             0.17585,            0.055406,            0.058451,             0.03017,            0.000265,            0.000265,            0.000265
                 297,            0.051593,            0.068779,            0.024222,             0.48503,             0.30597,             0.31107,             0.17588,            0.055399,             0.05843,            0.030161,            0.000232,            0.000232,            0.000232
                 298,             0.05145,            0.068772,            0.024235,             0.48334,             0.30622,             0.31127,             0.17597,            0.055394,            0.058405,            0.030152,            0.000199,            0.000199,            0.000199
                 299,            0.051153,            0.068487,            0.024144,             0.48293,             0.30702,             0.31145,             0.17609,            0.055386,            0.058376,            0.030144,            0.000166,            0.000166,            0.000166
